id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,sqft_living15,sqft_lot15,predicted_price
8081900011,20140916T000000,835000,3,2,1570,4625,1.5,0,0,1,0.6363636363636364,1570,0,0.23478260869565304,0,98117,1760,4625,608697.551684388
5700000515,20141120T000000,690000,4,2,2230,5000,1.5,0,0,0.75,0.5454545454545454,1510,720,0.19130434782608674,0,98144,2140,5000,586818.6511542939
6681500150,20150423T000000,990000,4,2.5,2540,5930,2,0,0,0.5,0.7272727272727273,2540,0,0.8956521739130459,0,98199,1400,4000,599779.1095813394
8861700110,20140714T000000,490000,4,2.25,1960,10275,2,0,0,0.5,0.5454545454545454,1960,0,0.5652173913043477,0,98052,1560,10275,450665.9977547611
8820903380,20150102T000000,730000,6,2.25,2660,13579,2,0,0,0.5,0.5454545454545454,2660,0,0.32173913043478564,1990,98125,1120,8242,462094.8497251148
7298900010,20140924T000000,640000,4,2.5,2970,34981,2,0,0,0.5,0.7272727272727273,2970,0,0.8521739130434796,0,98077,3170,30277,643698.7773556332
1402950190,20140916T000000,321000,4,2.5,2430,5366,2,0,0,0.5,0.6363636363636364,2430,0,0.8869565217391333,0,98092,2100,5414,475548.895450997
5419800220,20140610T000000,250000,3,1.75,1590,7560,1,0,0,0.5,0.5454545454545454,1130,460,0.7304347826086968,0,98031,1500,7560,311768.2370703556
7853380510,20140603T000000,575000,4,2.75,3120,7644,2,0,0,0.5,0.8181818181818182,3120,0,0.9565217391304373,0,98065,2980,6050,739568.0779422219
1774220160,20141104T000000,632925,3,2.5,2990,32239,2,0,0,0.75,0.6363636363636364,2990,0,0.6782608695652179,0,98077,2990,36497,630872.0575284862
2597710070,20150402T000000,360000,2,2,1770,7607,1,0,0,0.75,0.6363636363636364,1770,0,0.756521739130438,0,98058,2090,7109,492517.9934725473
1626069198,20141003T000000,450000,3,1.75,2290,44866,1,0,0,0.5,0.6363636363636364,1390,900,0.7043478260869591,0,98077,2410,44866,506546.2651761708
5631500967,20150204T000000,476000,4,1.75,2340,17541,1,0,0,0.75,0.5454545454545454,1360,980,0.4869565217391312,0,98028,2250,9212,442960.8402117062
3342100160,20141009T000000,510000,3,3,1845,5100,2,0,2,1,0.6363636363636364,1845,0,0.4086956521739147,0,98056,2100,7650,665583.5646276101
1982201345,20140502T000000,440000,2,1,800,4850,1,0,0,0.75,0.5454545454545454,800,0,0.38260869565217703,0,98107,1150,4365,346491.8337288143
4058801780,20150327T000000,465000,5,1.75,2000,10246,1,0,2,0.5,0.5454545454545454,1200,800,0.46086956521739353,0,98178,2340,9030,516850.03808932396
273900030,20141020T000000,267500,3,1.5,1600,9072,1,0,0,0.75,0.5454545454545454,1600,0,0.5478260869565226,0,98030,1710,8000,392963.0640822049
3764390100,20140722T000000,434000,3,2.75,1830,3200,2,0,0,0.5,0.6363636363636364,1830,0,0.7913043478260882,0,98034,2030,3331,466845.42808576085
3663500060,20140625T000000,400000,3,2.5,2180,7508,1,0,0,0.75,0.5454545454545454,1420,760,0.53913043478261,0,98133,1900,7818,486537.47563602094
425000175,20141013T000000,208950,3,1,960,5700,1,0,0,0.75,0.36363636363636365,960,0,0.4869565217391312,0,98056,960,5700,126729.45973007707
1873100060,20140829T000000,693000,4,2.5,2460,4425,2,0,0,0.5,0.6363636363636364,2460,0,0.9217391304347835,0,98052,2990,5659,519042.1318921487
9527000180,20140711T000000,625000,4,3,2530,5625,1,0,0,0.5,0.6363636363636364,1470,1060,0.6608695652173928,0,98034,1840,7070,508339.9069084548
1871400585,20150422T000000,160000,2,1,1020,13647,1,0,0,1,0.4545454545454545,1020,0,0.13043478260869534,1974,98022,980,8250,384188.88712200004
6386600130,20140624T000000,218000,3,1.5,1330,7600,1,0,0,0.75,0.5454545454545454,1330,0,0.5913043478260889,0,98023,1500,7776,340571.4074248822
9407001340,20140522T000000,320000,3,2,1110,10500,1,0,0,1,0.5454545454545454,1110,0,0.6782608695652179,0,98045,1230,10395,267561.95468046976
3815500035,20140520T000000,385000,3,1.5,1490,9630,1,0,0,0.75,0.6363636363636364,1490,0,0.5130434782608724,0,98028,1960,10469,447887.2258655667
7950302345,20140815T000000,345000,3,1,1010,3060,1.5,0,0,0.5,0.4545454545454545,1010,0,0.03478260869565375,0,98118,1330,4590,428383.6614409746
3121059033,20141029T000000,325000,3,1,1490,57381,1.5,0,0,0.75,0.36363636363636365,1490,0,0.27826086956521934,0,98092,1580,101529,253670.2657643982
1931300955,20141126T000000,525000,1,1,830,3200,1,0,0,0.5,0.5454545454545454,830,0,0.2086956521739154,0,98103,1350,2512,395207.89862777566
1568100220,20140908T000000,350000,3,1,1010,8551,1,0,0,1,0.5454545454545454,1010,0,0.46086956521739353,0,98155,1310,8504,372591.8163682947
6338000493,20140912T000000,675000,4,2.75,2280,3200,1.5,0,0,1,0.6363636363636364,1520,760,0.2695652173913068,0,98105,1970,4687,683621.1380801946
7526800040,20140827T000000,716000,4,2.25,2480,9780,1,0,0,0.75,0.6363636363636364,1900,580,0.6521739130434803,0,98052,2640,9780,558567.6219881563
1330910370,20141020T000000,897500,4,3,4370,217882,2,0,0,0.5,0.8181818181818182,4370,0,0.7304347826086968,0,98053,2430,35096,876384.6651458608
6151800080,20140902T000000,570000,3,1.5,1980,10203,1,0,0,0.75,0.5454545454545454,1680,300,0.40000000000000213,0,98010,1980,13664,449924.3737758954
809002435,20140808T000000,725000,3,2.5,1940,4000,1.5,0,0,1,0.5454545454545454,1940,0,0.05217391304347885,0,98109,1440,4000,589341.3394577925
179001455,20141107T000000,445000,4,3.25,3450,5000,2,0,0,0.5,0.6363636363636364,3450,0,0.9391304347826086,0,98178,1420,5000,493718.40554772347
7129302555,20141003T000000,260000,2,1,1410,5650,1.5,0,0,0.5,0.4545454545454545,1410,0,0.15652173913043654,0,98118,1430,5650,377991.53268650005
2386000020,20141008T000000,885000,4,2.25,4470,86225,2,0,0,0.5,0.8181818181818182,4470,0,0.7913043478260882,0,98053,3850,97049,877554.1623431633
1115450240,20141022T000000,360000,4,2.5,2160,9528,2,0,0,0.5,0.7272727272727273,2160,0,0.8000000000000007,0,98001,2280,9937,576390.9248902046
7942601805,20140911T000000,618000,3,2.5,2340,3630,2,0,0,0.5,0.7272727272727273,2340,0,0.8521739130434796,0,98122,1820,5120,590418.5574564992
6381500170,20140826T000000,235000,2,1,910,7617,1,0,0,0.5,0.4545454545454545,910,0,0.31304347826086953,0,98125,1310,6624,251322.15079829103
7972601710,20150415T000000,320000,2,1,900,7620,1,0,0,0.5,0.5454545454545454,900,0,0.6173913043478265,0,98106,1520,7620,277913.4415961909
7454001405,20150403T000000,387500,4,1,1370,7140,2,0,0,0.5,0.4545454545454545,1370,0,0.3652173913043484,0,98146,1090,6300,327317.2488031453
9828201361,20141114T000000,299000,2,1.5,830,1276,2,0,0,0.5,0.5454545454545454,830,0,0.913043478260871,0,98122,1540,1484,259051.88621350314
8860500130,20140717T000000,365000,4,3.5,2720,6781,2,0,0,0.5,0.6363636363636364,2100,620,0.8608695652173921,0,98055,2280,5942,552885.4670456864
1526079026,20140813T000000,487500,5,3.5,3530,218472,2,0,0,0.5,0.5454545454545454,2380,1150,0.8608695652173921,0,98019,2110,211404,504713.1279508416
4058801310,20141009T000000,287000,2,1,930,6900,1,0,2,0.5,0.5454545454545454,930,0,0.452173913043481,0,98178,1910,7194,397426.7620944939
6300000368,20150327T000000,248500,2,1.5,880,1498,2,0,0,0.5,0.5454545454545454,880,0,0.8608695652173921,0,98133,880,5060,275746.30800415407
4035900085,20141117T000000,453000,3,1.75,1430,20193,1,0,0,0.5,0.5454545454545454,1430,0,0.4782608695652186,0,98006,2140,18364,368919.23008157586
524069101,20140723T000000,850000,4,2,3380,90968,1,0,0,0.75,0.7272727272727273,1690,1690,0.6869565217391305,0,98075,3380,42740,765387.815632697
3972900215,20150126T000000,315000,2,1,1120,7350,1,0,0,0.5,0.5454545454545454,1120,0,0.3652173913043484,0,98155,1320,7545,369544.67313209834
1330250010,20140604T000000,289950,3,2,1670,7757,1,0,0,0.5,0.6363636363636364,1670,0,0.8000000000000007,0,98030,2290,7859,413321.0594646717
6699930550,20150203T000000,338000,3,2.5,2470,4948,2,0,0,0.5,0.6363636363636364,2470,0,0.8956521739130459,0,98038,2500,4993,509072.4355001342
2120069003,20141124T000000,220000,3,1,1000,223462,1,0,2,0.75,0.4545454545454545,1000,0,0.2869565217391319,0,98022,1710,105850,361333.4235303149
2781270550,20140916T000000,219000,2,2,1310,2550,2,0,0,0.5,0.4545454545454545,1310,0,0.9043478260869584,0,98038,1310,2550,192861.1321235409
3278602040,20141021T000000,346500,3,3.25,1570,2048,2,0,0,0.5,0.6363636363636364,1290,280,0.9217391304347835,0,98126,1570,2006,428273.21823003417
4221250120,20140827T000000,565000,4,2.5,2280,4602,2,0,0,0.5,0.6363636363636364,2280,0,0.8956521739130459,0,98075,2280,4193,483379.38347284525
2523400205,20150421T000000,510000,2,1.5,1860,5100,1,0,0,0.5,0.5454545454545454,1060,800,0.3478260869565233,0,98136,1710,5100,495171.5457697083
2254501620,20150409T000000,500000,2,1,930,3200,1,0,0,0.5,0.5454545454545454,930,0,0.03478260869565375,0,98122,1690,3840,497120.8026984523
6413600285,20140825T000000,402000,3,1.75,1580,6127,1.5,0,0,1,0.5454545454545454,1580,0,0.4086956521739147,0,98125,1500,6128,476423.3831263864
4027701253,20140813T000000,470000,4,2.5,1990,30083,2,0,0,0.5,0.6363636363636364,1990,0,0.8521739130434796,0,98155,2220,11627,505045.59407998313
2767600686,20150331T000000,487000,2,1.5,1160,1118,2,0,0,0.5,0.6363636363636364,1020,140,0.930434782608696,0,98117,1210,1118,424945.5355238035
8963300005,20141106T000000,390000,5,1.75,2290,7900,1,0,0,0.75,0.5454545454545454,1190,1100,0.5652173913043477,0,98133,1870,8250,447445.37177063845
2597670080,20150316T000000,370000,4,2.5,2570,7753,2,0,0,0.5,0.6363636363636364,2570,0,0.756521739130438,0,98058,2140,7615,547640.5166182513
1946000100,20150204T000000,467000,4,2.75,2170,5024,2,0,0,0.5,0.6363636363636364,2170,0,0.9739130434782624,0,98059,2460,5024,431569.06807243923
7853220610,20140729T000000,457000,3,2.5,2050,5694,2,0,2,0.5,0.6363636363636364,2050,0,0.9043478260869584,0,98065,2680,7187,512804.5911814691
1604600095,20140708T000000,362000,5,3,1810,3000,2,0,0,0.5,0.5454545454545454,1810,0,0.8521739130434796,0,98118,1670,3000,349765.53370388394
3905030190,20140711T000000,601000,4,2.5,2090,6906,2,0,0,0.75,0.6363636363636364,2090,0,0.8000000000000007,0,98029,2090,6370,487195.7409955486
2205500400,20140514T000000,542000,4,1.75,1900,8250,1,0,0,0.75,0.5454545454545454,950,950,0.4782608695652186,0,98006,1480,8360,389068.9877262186
6181700250,20150226T000000,350000,2,1,720,5820,1,0,1,1,0.4545454545454545,720,0,0.43478260869565233,0,98028,952,5820,243279.270318378
7237590010,20140605T000000,214100,2,2.5,1150,2064,2,0,0,0.5,0.5454545454545454,1150,0,0.9043478260869584,0,98001,1880,2855,318633.20872518193
7856610160,20140812T000000,925000,4,1.75,2710,11400,1,0,0,0.75,0.7272727272727273,1430,1280,0.6608695652173928,0,98006,2640,11000,631106.8386708994
7518506717,20140917T000000,959000,3,2.5,2830,3750,3,0,0,0.5,0.8181818181818182,2830,0,0.9913043478260875,0,98117,1780,5000,670500.3223029096
7139800020,20141016T000000,369000,3,1.5,2110,5195,1,0,0,0.5,0.5454545454545454,1210,900,0.5130434782608724,0,98118,1950,5195,472004.1644084893
1324059139,20140918T000000,613000,3,2.25,1960,10385,1,0,0,0.5,0.6363636363636364,1960,0,0.7652173913043505,0,98008,2800,12632,473446.94661512173
6821101870,20140505T000000,524000,3,1.75,1560,5520,1,0,0,0.75,0.4545454545454545,780,780,0.38260869565217703,0,98199,1470,6000,392124.066909785
8585400135,20141105T000000,585000,4,1.75,1760,5356,1,0,0,0.75,0.5454545454545454,920,840,0.43478260869565233,0,98115,1680,5184,434972.70170807437
9523103590,20150316T000000,770000,4,1,1480,3750,1.5,0,0,0.75,0.5454545454545454,1480,0,0.1043478260869577,0,98103,1570,3750,514800.9919890904
2489200250,20150430T000000,528000,3,2,1560,6300,1,0,0,0.5,0.5454545454545454,1560,0,0.2086956521739154,0,98126,1620,6300,466907.16054028884
3521069150,20141017T000000,431000,3,2.5,2440,71002,1,0,0,0.75,0.7272727272727273,2440,0,0.8347826086956545,0,98022,3170,84000,601051.3145791639
4154301371,20150106T000000,315000,3,1,890,5200,1,0,0,0.5,0.5454545454545454,890,0,0.4956521739130437,0,98118,1420,6000,297989.29310215573
9834201470,20141218T000000,303000,2,1.5,1000,1075,2,0,0,0.5,0.5454545454545454,840,160,0.930434782608696,0,98144,1000,1083,236461.55083982152
1722069145,20141223T000000,760000,4,2.5,3580,97574,2,0,0,0.5,0.7272727272727273,3580,0,0.9043478260869584,0,98038,2510,27068,587542.7936530712
1246700050,20140612T000000,370000,2,1,1220,17172,1,0,0,0.75,0.4545454545454545,1220,0,0.4086956521739147,0,98033,1510,12915,293063.8256553253
5466410030,20150410T000000,249000,3,2,1360,6082,1,0,0,0.5,0.5454545454545454,1360,0,0.8173913043478258,0,98042,1360,6987,314483.9682246445
3832710840,20140602T000000,250000,4,2,1850,7560,1,0,0,0.75,0.5454545454545454,1540,310,0.6782608695652179,0,98032,1620,7658,377876.5569102754
7972000240,20150202T000000,240000,3,1.75,1510,10248,1,0,0,0.5,0.5454545454545454,1510,0,0.6000000000000014,0,98023,1510,9753,326690.96092394047
7831800505,20150106T000000,200000,3,1,1230,4380,1,0,0,0.5,0.4545454545454545,1230,0,0.4086956521739147,0,98106,1525,6026,256103.9633186147
1238500451,20150209T000000,130000,3,1,1110,7520,1,0,0,0.75,0.5454545454545454,1110,0,0.5217391304347849,0,98033,1440,8400,310265.6713583151
2221800080,20150416T000000,312500,4,2.5,2160,8755,2,0,0,0.5,0.5454545454545454,2160,0,0.8086956521739133,0,98030,1990,7971,413360.2836517031
1723049033,20140620T000000,245000,1,0.75,380,15000,1,0,0,0.5,0.36363636363636365,380,0,0.5478260869565226,0,98168,1170,15000,121654.38194151747
3395040550,20140728T000000,250000,3,2.5,1530,2890,2,0,0,0.5,0.5454545454545454,1530,0,0.8782608695652172,0,98108,1540,2890,306750.3658497794
1370804480,20140929T000000,560000,2,1.75,970,4233,1,0,0,0.75,0.5454545454545454,970,0,0.38260869565217703,0,98199,1340,4233,401613.44442711613
2742100085,20141104T000000,449500,6,4,2280,5275,1,0,0,0.5,0.5454545454545454,1270,1010,0.8521739130434796,0,98108,1760,6642,364148.15785503
2872900050,20141007T000000,400000,3,2.5,1450,8064,1,0,0,0.5,0.6363636363636364,1450,0,0.7304347826086968,0,98074,1710,9554,424193.2535782366
3303230110,20140804T000000,424000,3,1.75,1430,6818,1,0,0,1,0.5454545454545454,1430,0,0.6260869565217391,0,98034,1480,7210,375832.9712305192
1085623740,20140812T000000,491000,5,3.5,2815,4900,2,0,0,0.5,0.7272727272727273,2815,0,0.9652173913043498,0,98030,2798,4900,594913.3226308862
1545804460,20150401T000000,294000,3,1.75,1530,9362,1,0,0,0.5,0.5454545454545454,1530,0,0.756521739130438,0,98038,1480,8125,313885.48005914275
1471701410,20150331T000000,347950,5,2.25,1700,13500,1.5,0,0,0.75,0.5454545454545454,1700,0,0.53913043478261,0,98059,1810,14550,478654.6019329555
7202331160,20140616T000000,632500,5,2.5,2640,7096,2,0,0,0.5,0.5454545454545454,2640,0,0.8956521739130459,0,98053,2640,4850,435689.4397011457
3679400503,20150330T000000,330000,3,1.75,1300,958,2,0,0,0.5,0.5454545454545454,840,460,0.9652173913043498,0,98108,1340,1254,328672.076971744
4345000210,20150330T000000,230000,3,2.25,1490,8722,2,0,0,0.5,0.5454545454545454,1490,0,0.843478260869567,0,98030,1510,8061,368716.7252652713
8662500350,20140620T000000,282000,4,2,1890,6302,2,0,0,0.5,0.5454545454545454,1890,0,0.843478260869567,0,98030,1690,5369,349690.82406505436
2919201385,20141113T000000,275000,2,1,680,4190,1,0,0,0.25,0.36363636363636365,680,0,0.05217391304347885,0,98103,1070,4175,210118.02961021778
8665900291,20150225T000000,539000,4,2.5,2340,19850,2,0,0,0.5,0.7272727272727273,2340,0,0.8086956521739133,0,98155,1930,15439,579882.246116034
7568700525,20150318T000000,326000,2,1,1210,7440,1,0,0,0.5,0.4545454545454545,780,430,0.3478260869565233,0,98155,1070,7440,292550.5405419817
7284900460,20141120T000000,890000,4,2.5,3370,7200,2,0,0,0.5,0.6363636363636364,3370,0,0.9913043478260875,0,98177,1880,7200,495187.60099585
421000430,20150331T000000,225000,3,1,960,5512,1,0,0,0.75,0.4545454545454545,960,0,0.5478260869565226,0,98056,1090,5837,271133.02729715285
1562200090,20141017T000000,600000,4,2.5,2090,7290,1,0,0,1,0.6363636363636364,1420,670,0.5739130434782638,0,98007,2110,8436,536569.1406640366
1559900110,20141223T000000,325000,3,2.25,1440,6443,2,0,0,0.5,0.5454545454545454,1440,0,0.8260869565217419,0,98019,1700,6749,271117.841414451
7750500275,20140807T000000,397500,4,1.75,2220,4760,1,0,0,0.5,0.5454545454545454,1320,900,0.15652173913043654,0,98106,940,4760,482966.0168698517
3179102155,20150108T000000,760000,4,3.5,3000,5300,1,0,0,1,0.5454545454545454,1780,1220,0.4260869565217398,0,98115,1360,5450,536041.9408903127
6151800135,20140827T000000,640000,4,1.75,2020,16120,1,0,0,0.5,0.5454545454545454,2020,0,0.6000000000000014,0,98010,1940,16350,363216.6851704722
4031700210,20141117T000000,220000,3,1.5,1600,10548,1,0,0,0.75,0.5454545454545454,1600,0,0.53913043478261,0,98001,2880,13609,416637.18087075284
225039082,20140514T000000,620000,5,2.5,2540,3832,2,0,0,1,0.6363636363636364,1760,780,0.25217391304347814,0,98117,2000,5289,694069.8284956466
1839500115,20140712T000000,320000,4,1.5,2220,6811,1,0,0,0.75,0.5454545454545454,1270,950,0.5304347826086975,0,98056,1800,7350,529490.4962637948
8956200990,20150426T000000,499160,4,2.5,2628,11466,2,0,0,0.5,0.7272727272727273,2628,0,0.9913043478260875,0,98001,2849,10909,607012.1169398853
9407100730,20150129T000000,329000,3,1.75,1230,10725,1,0,0,0.5,0.5454545454545454,1230,0,0.6956521739130466,0,98045,1250,10170,268211.72098861274
8016300030,20141103T000000,555000,5,2.5,2090,8712,1,0,0,0.5,0.6363636363636364,1420,670,0.5739130434782638,0,98008,2490,8712,531527.5311694248
2705600069,20150501T000000,514950,3,2.25,1310,1264,3,0,0,0.5,0.6363636363636364,1310,0,0.9913043478260875,0,98117,1330,2183,425158.3666751186
2472950350,20150411T000000,312500,4,2.5,2500,11983,1,0,0,0.5,0.5454545454545454,1320,1180,0.7304347826086968,2008,98058,1460,9005,374969.7271342128
7452500315,20141220T000000,285000,2,1,1210,4895,1,0,0,0.5,0.4545454545454545,710,500,0.44347826086956843,0,98126,1100,6000,52227.062999145535
8929000040,20140820T000000,462608,3,2.5,2010,2778,2,0,0,0.5,0.6363636363636364,1390,620,0.9913043478260875,0,98029,1540,1689,431849.9948411567
5100402606,20150505T000000,680000,3,1.75,1090,6775,1,0,0,0.75,0.5454545454545454,850,240,0.43478260869565233,0,98115,1580,5760,402492.91783248057
6788200295,20140612T000000,620000,2,1,1430,3000,1.5,0,0,0.5,0.5454545454545454,1300,130,0.25217391304347814,0,98112,1750,4000,469691.39938361995
3303950760,20140728T000000,399900,4,2.5,2710,8127,2,0,0,0.5,0.6363636363636364,2710,0,0.8173913043478258,0,98038,2520,8436,505089.9075922493
1823099028,20140722T000000,440000,3,2,1790,32379,1,0,0,0.5,0.5454545454545454,1790,0,0.930434782608696,0,98045,2290,43560,283455.13840776077
2473250850,20140716T000000,318500,4,2,1780,7350,1,0,0,1,0.5454545454545454,900,880,0.6434782608695677,0,98058,1480,7350,401718.1332325342
3423600065,20140604T000000,540000,3,1,1050,4160,1,0,0,0.75,0.5454545454545454,1050,0,0.21739130434782794,0,98115,1580,3680,421009.32873744896
7895500550,20150319T000000,190848,4,1.5,1370,7904,1,0,0,0.5,0.5454545454545454,900,470,0.608695652173914,0,98001,1370,7900,312737.95693136967
1257202215,20140714T000000,810000,4,1.75,1760,4080,1.5,0,0,0.75,0.6363636363636364,1760,0,0.05217391304347885,0,98103,1760,6120,670669.0275056993
4298100070,20140528T000000,630000,4,2.5,2740,43101,2,0,0,0.5,0.7272727272727273,2740,0,0.8086956521739133,0,98077,2740,33447,628727.5503764777
3876540600,20150507T000000,273000,3,2.25,1930,8192,1,0,0,0.5,0.5454545454545454,1470,460,0.7304347826086968,0,98003,1510,8192,337786.4717783087
722079104,20140711T000000,314000,3,1.75,1810,41800,1,0,0,1,0.5454545454545454,1210,600,0.6956521739130466,0,98038,1650,135036,347750.16625234234
8929000350,20140804T000000,472217,3,2.5,2010,2212,2,0,0,0.5,0.6363636363636364,1390,620,0.9913043478260875,0,98029,1690,1619,452090.65393573506
9828702120,20140701T000000,581000,4,1,1630,2566,1.5,0,0,0.5,0.5454545454545454,1630,0,0.1826086956521742,0,98122,1220,2314,435802.29159556684
1036400200,20150429T000000,697000,4,1.75,1670,13125,1,0,0,1,0.6363636363636364,1670,0,0.6347826086956552,0,98052,2360,12500,532971.1760721805
2122059077,20140915T000000,198900,2,1,1210,18700,1,0,0,0.75,0.5454545454545454,1210,0,0.3478260869565233,0,98042,2250,10048,464860.09287272155
1923000160,20140620T000000,905000,4,3.5,2970,14486,2,0,0,0.5,0.7272727272727273,2340,630,0.843478260869567,0,98040,3680,14486,757473.519548001
8019200845,20150218T000000,245000,2,1,1020,15000,1.5,0,0,0.5,0.4545454545454545,1020,0,0.2869565217391319,0,98168,1480,14519,291168.41261429124
7202271060,20150310T000000,610000,4,2.5,2980,5896,2,0,0,0.5,0.6363636363636364,2980,0,0.8782608695652172,0,98053,2900,5712,567672.9516806682
3448000270,20150313T000000,398500,3,1,1200,15960,1.5,0,0,0.5,0.4545454545454545,1200,0,0.3913043478260896,0,98125,1120,7800,329765.7798519334
486000565,20140515T000000,840000,4,1.75,2930,11562,1,0,3,0.5,0.7272727272727273,1670,1260,0.4086956521739147,0,98117,2530,6517,770539.7471202284
3760500475,20141106T000000,926500,4,2.75,2900,17802,1,0,2,0.5,0.7272727272727273,1750,1150,0.7043478260869591,0,98034,2900,15720,707412.9064589378
1136100072,20150213T000000,455000,4,1.75,1790,45738,1,0,0,0.5,0.6363636363636364,1410,380,0.6608695652173928,0,98072,1870,47480,471559.80565532815
2078500320,20140620T000000,605000,4,2.5,2620,7553,2,0,0,0.5,0.6363636363636364,2620,0,0.8347826086956545,0,98056,2620,11884,547515.7326285616
3925000020,20150224T000000,265000,3,2,1690,9516,1,0,0,0.5,0.5454545454545454,1690,0,0.843478260869567,0,98022,1850,9516,294908.221037667
1062100115,20141204T000000,405000,3,2,1450,6081,1,0,0,0.75,0.5454545454545454,1450,0,0.6000000000000014,0,98155,1880,6000,358242.15126779216
3739500096,20150126T000000,229000,3,2,1540,6000,1,0,0,0.75,0.4545454545454545,1540,0,0.46086956521739353,0,98155,1490,8213,323473.5674598412
1079350090,20140617T000000,332000,3,2.5,1530,9406,1,0,0,0.5,0.5454545454545454,1270,260,0.8086956521739133,0,98059,1700,7682,313274.0870618212
3825500020,20150218T000000,550000,4,2.5,3350,6605,2,0,0,0.5,0.6363636363636364,2670,680,0.7826086956521756,0,98011,2730,5962,557159.8427398407
6123600090,20140519T000000,251200,4,1.5,1310,8250,1,0,0,0.5,0.5454545454545454,1060,250,0.46086956521739353,0,98148,1260,8255,329718.36750867957
1723049008,20140822T000000,200000,2,1,930,8665,1,0,0,0.75,0.4545454545454545,930,0,0.3304347826086982,0,98168,1630,12375,302593.6687626866
1624049228,20141124T000000,325000,4,1,2410,6975,1,0,0,0.5,0.5454545454545454,1510,900,0.4956521739130437,0,98108,1880,6255,434561.474828924
2397100155,20150224T000000,589000,3,1.75,920,3600,1,0,0,0.75,0.4545454545454545,820,100,0.03478260869565375,0,98119,1620,3600,412165.71259891294
1861400068,20140911T000000,390000,2,1,860,1800,1,0,0,0.5,0.5454545454545454,860,0,0.07826086956522005,0,98119,2160,3120,497758.279775407
9393700065,20150423T000000,515000,3,1.75,1300,5120,1.5,0,0,0.75,0.4545454545454545,1300,0,0.21739130434782794,0,98116,1090,5124,417999.1040211629
5332200375,20141203T000000,900000,3,2.5,2320,5000,2,0,0,0.5,0.6363636363636364,1620,700,0.0608695652173914,1993,98112,2160,5000,738770.858894814
2296700330,20141014T000000,515000,4,3,1820,8261,1,0,0,0.5,0.5454545454545454,1420,400,0.6000000000000014,0,98034,1920,7961,406110.3147924763
3023059012,20140910T000000,389900,4,1,1710,117176,1.5,0,0,0.75,0.4545454545454545,1710,0,0.3652173913043484,0,98055,1940,12223,378010.25505008857
42000006,20140910T000000,235000,5,1,1500,9282,1.5,0,0,1,0.4545454545454545,1500,0,0.5739130434782638,0,98168,1520,9639,294936.1945148991
1231000660,20140521T000000,525000,3,1,1450,4000,1,0,1,0.75,0.6363636363636364,950,500,0.41739130434782723,0,98118,1880,4000,514220.19756326947
9406550100,20140923T000000,325000,4,2.5,1930,8458,2,0,0,0.5,0.5454545454545454,1930,0,0.8086956521739133,0,98038,1670,9485,339293.85067118454
9542400025,20140916T000000,720000,4,1.75,2620,11041,1.5,0,0,0.75,0.7272727272727273,2620,0,0.53913043478261,0,98005,2230,11041,635440.6555403478
